Face: 158  | Lightmap Offset:24153  | Styles: 0 255 255 255 | Comp.Size:16x3 (144 bytes)
Face: 159  | Lightmap Offset:24297  | Styles: 0 255 255 255 | Comp.Size:5x3 (45 bytes)
Face: 160  | Lightmap Offset:24342  | Styles: 0 255 255 255 | Comp.Size:16x3 (144 bytes)
Face: 161  | Lightmap Offset:24486  | Styles: 0 255 255 255 | Comp.Size:2x2 (12 bytes)
Face: 162  | Lightmap Offset:24498  | Styles: 0 255 255 255 | Comp.Size:2x10 (60 bytes)
Face: 163  | Lightmap Offset:24558  | Styles: 0 255 255 255 | Comp.Size:5x11 (165 bytes)
Face: 164  | Lightmap Offset:24723  | Styles: 0 255 255 255 | Comp.Size:16x11 (528 bytes)
Face: 165  | Lightmap Offset:25251  | Styles: 0 255 255 255 | Comp.Size:2x11 (66 bytes)
Face: 166  | Lightmap Offset:25317  | Styles: 0 255 255 255 | Comp.Size:3x14 (126 bytes)
Face: 167  | Lightmap Offset:25443  | Styles: 0 255 255 255 | Comp.Size:3x16 (144 bytes)
Face: 168  | Lightmap Offset:25587  | Styles: 0 255 255 255 | Comp.Size:14x3 (126 bytes)
Face: 169  | Lightmap Offset:25713  | Styles: 0 255 255 255 | Comp.Size:16x3 (144 bytes)
Face: 170  | Lightmap Offset:25857  | Styles: 0 255 255 255 | Comp.Size:13x2 (78 bytes)
Face: 171  | Lightmap Offset:25935  | Styles: 0 255 255 255 | Comp.Size:16x2 (96 bytes)
Face: 172  | Lightmap Offset:26031  | Styles: 0 255 255 255 | Comp.Size:14x3 (126 bytes)
Face: 173  | Lightmap Offset:26157  | Styles: 0 255 255 255 | Comp.Size:16x3 (144 bytes)
Face: 174  | Lightmap Offset:26301  | Styles: 0 255 255 255 | Comp.Size:2x2 (12 bytes)
Face: 175  | Lightmap Offset:26313  | Styles: 0 255 255 255 | Comp.Size:3x2 (18 bytes)
Face: 176  | Lightmap Offset:26331  | Styles: 0 255 255 255 | Comp.Size:2x6 (36 bytes)
Face: 177  | Lightmap Offset:26367  | Styles: 0 255 255 255 | Comp.Size:11x2 (66 bytes)
Face: 178  | Lightmap Offset:26433  | Styles: 0 255 255 255 | Comp.Size:2x3 (18 bytes)
Face: 179  | Lightmap Offset:26451  | Styles: 0 255 255 255 | Comp.Size:3x2 (18 bytes)
Face: 180  | Lightmap Offset:26469  | Styles: 0 255 255 255 | Comp.Size:11x15 (495 bytes)
Face: 181  | Lightmap Offset:26964  | Styles: 0 255 255 255 | Comp.Size:5x3 (45 bytes)
Face: 182  | Lightmap Offset:27009  | Styles: 0 255 255 255 | Comp.Size:16x3 (144 bytes)
Face: 183  | Lightmap Offset:27153  | Styles: 0 255 255 255 | Comp.Size:5x3 (45 bytes)
Face: 184  | Lightmap Offset:27198  | Styles: 0 255 255 255 | Comp.Size:16x3 (144 bytes)
Face: 185  | Lightmap Offset:27342  | Styles: 0 255 255 255 | Comp.Size:2x11 (66 bytes)
Face: 186  | Lightmap Offset:27408  | Styles: 0 255 255 255 | Comp.Size:3x2 (18 bytes)
Face: 187  | Lightmap Offset:27426  | Styles: 0 255 255 255 | Comp.Size:3x3 (27 bytes)
Face: 188  | Lightmap Offset:27453  | Styles: 0 255 255 255 | Comp.Size:5x11 (165 bytes)
Face: 189  | Lightmap Offset:27618  | Styles: 0 255 255 255 | Comp.Size:16x11 (528 bytes)
Face: 190  | Lightmap Offset:28146  | Styles: 0 255 255 255 | Comp.Size:5x2 (30 bytes)
Face: 191  | Lightmap Offset:28176  | Styles: 0 255 255 255 | Comp.Size:16x2 (96 bytes)
